temp,month,station_id
818S,Jun,USC00448888
858S,Jul,USC00448888
845R,Aug,USC00448888
786R,Sep,USC00448888
677S,Oct,USC00448888
571R,Nov,USC00448888
460R,Dec,USC00448888
473C,Jan,USC00448894
510C,Feb,USC00448894
597C,Mar,USC00448894
701C,Apr,USC00448894
779C,May,USC00448894
857C,Jun,USC00448894
892S,Jul,USC00448894
874C,Aug,USC00448894
813C,Sep,USC00448894
712S,Oct,USC00448894
611C,Nov,USC00448894
503C,Dec,USC00448894
438Q,Jan,USC00448941
468Q,Feb,USC00448941
546Q,Mar,USC00448941
649Q,Apr,USC00448941
731Q,May,USC00448941
819Q,Jun,USC00448941
849Q,Jul,USC00448941
841Q,Aug,USC00448941
768Q,Sep,USC00448941
673Q,Oct,USC00448941
567Q,Nov,USC00448941
460Q,Dec,USC00448941
488S,Jan,USC00449025
526S,Feb,USC00449025
613S,Mar,USC00449025
717S,Apr,USC00449025
793S,May,USC00449025
869S,Jun,USC00449025
904S,Jul,USC00449025
882S,Aug,USC00449025
820S,Sep,USC00449025
721S,Oct,USC00449025
623S,Nov,USC00449025
519S,Dec,USC00449025
474C,Jan,USC00449151
510C,Feb,USC00449151
592C,Mar,USC00449151
693C,Apr,USC00449151
764C,May,USC00449151
838C,Jun,USC00449151
873C,Jul,USC00449151
853C,Aug,USC00449151
794C,Sep,USC00449151
699C,Oct,USC00449151
609C,Nov,USC00449151
507C,Dec,USC00449151
403S,Jan,USC00449181
443S,Feb,USC00449181
524S,Mar,USC00449181
640S,Apr,USC00449181
725S,May,USC00449181
814S,Jun,USC00449181
854S,Jul,USC00449181
839S,Aug,USC00449181
767S,Sep,USC00449181
654S,Oct,USC00449181
550S,Nov,USC00449181
436S,Dec,USC00449181
412S,Jan,USC00449186
449S,Feb,USC00449186
533S,Mar,USC00449186
649C,Apr,USC00449186
735S,May,USC00449186
825S,Jun,USC00449186
864C,Jul,USC00449186
851C,Aug,USC00449186
782S,Sep,USC00449186
669S,Oct,USC00449186
560S,Nov,USC00449186
444S,Dec,USC00449186
417C,Jan,USC00449215
459C,Feb,USC00449215
549C,Mar,USC00449215
643C,Apr,USC00449215
712C,May,USC00449215
777C,Jun,USC00449215
802S,Jul,USC00449215
795S,Aug,USC00449215
743S,Sep,USC00449215
656C,Oct,USC00449215
552C,Nov,USC00449215
444C,Dec,USC00449215
409S,Jan,USC00449263
445S,Feb,USC00449263
533S,Mar,USC00449263
634S,Apr,USC00449263
724S,May,USC00449263
810S,Jun,USC00449263
851S,Jul,USC00449263
841S,Aug,USC00449263
774S,Sep,USC00449263
670S,Oct,USC00449263
555S,Nov,USC00449263
444S,Dec,USC00449263
412R,Jan,USC00449301
455R,Feb,USC00449301
542R,Mar,USC00449301
639R,Apr,USC00449301
722S,May,USC00449301
791R,Jun,USC00449301
827R,Jul,USC00449301
821R,Aug,USC00449301
759R,Sep,USC00449301
663R,Oct,USC00449301
561R,Nov,USC00449301
444R,Dec,USC00449301
478C,Jan,USC00450008
505S,Feb,USC00450008
537C,Mar,USC00450008
568C,Apr,USC00450008
613C,May,USC00450008
647C,Jun,USC00450008
682C,Jul,USC00450008
692C,Aug,USC00450008
686S,Sep,USC00450008
609C,Oct,USC00450008
519C,Nov,USC00450008
465S,Dec,USC00450008
436R,Jan,USC00450013
468R,Feb,USC00450013
513R,Mar,USC00450013
560R,Apr,USC00450013
622R,May,USC00450013
667R,Jun,USC00450013
721R,Jul,USC00450013
728R,Aug,USC00450013
676R,Sep,USC00450013
573R,Oct,USC00450013
476R,Nov,USC00450013
416R,Dec,USC00450013
475S,Jan,USC00450176
499S,Feb,USC00450176
537S,Mar,USC00450176
585S,Apr,USC00450176
640S,May,USC00450176
686S,Jun,USC00450176
731S,Jul,USC00450176
736S,Aug,USC00450176
686S,Sep,USC00450176
598S,Oct,USC00450176
515S,Nov,USC00450176
464S,Dec,USC00450176
368S,Jan,USC00450217
408S,Feb,USC00450217
479S,Mar,USC00450217
546S,Apr,USC00450217
631R,May,USC00450217
699R,Jun,USC00450217
796R,Jul,USC00450217
796R,Aug,USC00450217
721R,Sep,USC00450217
584R,Oct,USC00450217
436R,Nov,USC00450217
346R,Dec,USC00450217
426S,Jan,USC00450456
474S,Feb,USC00450456
528S,Mar,USC00450456
591S,Apr,USC00450456
654S,May,USC00450456
697S,Jun,USC00450456
760S,Jul,USC00450456
764S,Aug,USC00450456
708S,Sep,USC00450456
589S,Oct,USC00450456
470S,Nov,USC00450456
407S,Dec,USC00450456
468C,Jan,USC00450482
512C,Feb,USC00450482
558C,Mar,USC00450482
602C,Apr,USC00450482
664S,May,USC00450482
714C,Jun,USC00450482
782C,Jul,USC00450482
794C,Aug,USC00450482
746S,Sep,USC00450482
631S,Oct,USC00450482
519S,Nov,USC00450482
450S,Dec,USC00450482
475R,Jan,USC00450587
498R,Feb,USC00450587
536R,Mar,USC00450587
585R,Apr,USC00450587
641R,May,USC00450587
689R,Jun,USC00450587
734R,Jul,USC00450587
735R,Aug,USC00450587
679R,Sep,USC00450587
591R,Oct,USC00450587
514R,Nov,USC00450587
462R,Dec,USC00450587
359S,Jan,USC00450668
390S,Feb,USC00450668
472R,Mar,USC00450668
539S,Apr,USC00450668
628S,May,USC00450668
707R,Jun,USC00450668
798R,Jul,USC00450668
804R,Aug,USC00450668
711R,Sep,USC00450668
576S,Oct,USC00450668
428S,Nov,USC00450668
340S,Dec,USC00450668
441S,Jan,USC00450729
477S,Feb,USC00450729
521S,Mar,USC00450729
574S,Apr,USC00450729
635S,May,USC00450729
687S,Jun,USC00450729
725S,Jul,USC00450729
721S,Aug,USC00450729
665S,Sep,USC00450729
570S,Oct,USC00450729
487S,Nov,USC00450729
432S,Dec,USC00450729
328C,Jan,USC00450844
384S,Feb,USC00450844
480C,Mar,USC00450844
584C,Apr,USC00450844
665C,May,USC00450844
722C,Jun,USC00450844
824C,Jul,USC00450844
833C,Aug,USC00450844
724C,Sep,USC00450844
557C,Oct,USC00450844
402C,Nov,USC00450844
315C,Dec,USC00450844
465S,Jan,USC00450872
494C,Feb,USC00450872
540S,Mar,USC00450872
589S,Apr,USC00450872
652S,May,USC00450872
702C,Jun,USC00450872
759S,Jul,USC00450872
766S,Aug,USC00450872
713C,Sep,USC00450872
603S,Oct,USC00450872
506S,Nov,USC00450872
450S,Dec,USC00450872
472C,Jan,USC00450945
499C,Feb,USC00450945
542C,Mar,USC00450945
588C,Apr,USC00450945
648S,May,USC00450945
700S,Jun,USC00450945
764S,Jul,USC00450945
775S,Aug,USC00450945
717S,Sep,USC00450945
602S,Oct,USC00450945
508C,Nov,USC00450945
453S,Dec,USC00450945
383C,Jan,USC00451160
428C,Feb,USC00451160
504C,Mar,USC00451160
574S,Apr,USC00451160
652S,May,USC00451160
713C,Jun,USC00451160
800S,Jul,USC00451160
809C,Aug,USC00451160
737S,Sep,USC00451160
601S,Oct,USC00451160
458C,Nov,USC00451160
369C,Dec,USC00451160
397C,Jan,USC00451233
426C,Feb,USC00451233
468S,Mar,USC00451233
516S,Apr,USC00451233
585S,May,USC00451233
636C,Jun,USC00451233
703S,Jul,USC00451233
709S,Aug,USC00451233
646C,Sep,USC00451233
547S,Oct,USC00451233
439C,Nov,USC00451233
381S,Dec,USC00451233
476S,Jan,USC00451276
513S,Feb,USC00451276
560S,Mar,USC00451276
613C,Apr,USC00451276
676C,May,USC00451276
727C,Jun,USC00451276
786C,Jul,USC00451276
795C,Aug,USC00451276
739C,Sep,USC00451276
623S,Oct,USC00451276
516C,Nov,USC00451276
457S,Dec,USC00451276
339S,Jan,USC00451350
403S,Feb,USC00451350
514S,Mar,USC00451350
611S,Apr,USC00451350
701S,May,USC00451350
768S,Jun,USC00451350
847S,Jul,USC00451350
852S,Aug,USC00451350
757S,Sep,USC00451350
613S,Oct,USC00451350
443S,Nov,USC00451350
329S,Dec,USC00451350
335S,Jan,USC00451395
405S,Feb,USC00451395
514S,Mar,USC00451395
603S,Apr,USC00451395
693S,May,USC00451395
762S,Jun,USC00451395
853C,Jul,USC00451395
855S,Aug,USC00451395
755S,Sep,USC00451395
593S,Oct,USC00451395
413S,Nov,USC00451395
317S,Dec,USC00451395
349C,Jan,USC00451400
416C,Feb,USC00451400
550S,Mar,USC00451400
652C,Apr,USC00451400
740C,May,USC00451400
813C,Jun,USC00451400
903C,Jul,USC00451400
901C,Aug,USC00451400
797C,Sep,USC00451400
633C,Oct,USC00451400
453C,Nov,USC00451400
339C,Dec,USC00451400
440C,Jan,USC00451484
482S,Feb,USC00451484
535C,Mar,USC00451484
596C,Apr,USC00451484
658C,May,USC00451484
705C,Jun,USC00451484
757C,Jul,USC00451484
765C,Aug,USC00451484
711C,Sep,USC00451484
596C,Oct,USC00451484
488S,Nov,USC00451484
425C,Dec,USC00451484
465C,Jan,USC00451496
505S,Feb,USC00451496
540C,Mar,USC00451496
585C,Apr,USC00451496
632C,May,USC00451496
669C,Jun,USC00451496
712C,Jul,USC00451496
720C,Aug,USC00451496
696C,Sep,USC00451496
600C,Oct,USC00451496
506S,Nov,USC00451496
448C,Dec,USC00451496
356S,Jan,USC00451504
410S,Feb,USC00451504
497S,Mar,USC00451504
570S,Apr,USC00451504
648S,May,USC00451504
714R,Jun,USC00451504
799R,Jul,USC00451504
804R,Aug,USC00451504
725S,Sep,USC00451504
584S,Oct,USC00451504
427S,Nov,USC00451504
332R,Dec,USC00451504
386R,Jan,USC00451586
439R,Feb,USC00451586
517R,Mar,USC00451586
588R,Apr,USC00451586
671R,May,USC00451586
738R,Jun,USC00451586
835R,Jul,USC00451586
838R,Aug,USC00451586
751R,Sep,USC00451586
617R,Oct,USC00451586
464R,Nov,USC00451586
369R,Dec,USC00451586
362R,Jan,USC00451630
428R,Feb,USC00451630
540R,Mar,USC00451630
631R,Apr,USC00451630
714R,May,USC00451630
785R,Jun,USC00451630
873R,Jul,USC00451630
884R,Aug,USC00451630
782R,Sep,USC00451630
618R,Oct,USC00451630
433R,Nov,USC00451630
338R,Dec,USC00451630
331R,Jan,USC00451666
396R,Feb,USC00451666
485R,Mar,USC00451666
578R,Apr,USC00451666
666S,May,USC00451666
732S,Jun,USC00451666
819S,Jul,USC00451666
821S,Aug,USC00451666
733S,Sep,USC00451666
580S,Oct,USC00451666
418R,Nov,USC00451666
307R,Dec,USC00451666
431S,Jan,USC00451679
472S,Feb,USC00451679
525S,Mar,USC00451679
585S,Apr,USC00451679
645S,May,USC00451679
689S,Jun,USC00451679
751S,Jul,USC00451679
760S,Aug,USC00451679
705S,Sep,USC00451679
596S,Oct,USC00451679
483S,Nov,USC00451679
422S,Dec,USC00451679
383R,Jan,USC00451690
456R,Feb,USC00451690
563R,Mar,USC00451690
643R,Apr,USC00451690
732R,May,USC00451690
800R,Jun,USC00451690
889R,Jul,USC00451690
880R,Aug,USC00451690
783R,Sep,USC00451690
639R,Oct,USC00451690
470R,Nov,USC00451690
361R,Dec,USC00451690
448S,Jan,USC00451760
487S,Feb,USC00451760
538S,Mar,USC00451760
593S,Apr,USC00451760
668S,May,USC00451760
724S,Jun,USC00451760
804S,Jul,USC00451760
809S,Aug,USC00451760
751S,Sep,USC00451760
627S,Oct,USC00451760
504S,Nov,USC00451760
439S,Dec,USC00451760
334S,Jan,USC00451767
402S,Feb,USC00451767
515S,Mar,USC00451767
613C,Apr,USC00451767
704S,May,USC00451767
783S,Jun,USC00451767
871S,Jul,USC00451767
867S,Aug,USC00451767
765C,Sep,USC00451767
608C,Oct,USC00451767
430C,Nov,USC00451767
324S,Dec,USC00451767
473S,Jan,USC00451783
499C,Feb,USC00451783
539S,Mar,USC00451783
587S,Apr,USC00451783
640S,May,USC00451783
682S,Jun,USC00451783
726S,Jul,USC00451783
735S,Aug,USC00451783
685S,Sep,USC00451783
592S,Oct,USC00451783
509S,Nov,USC00451783
458S,Dec,USC00451783
451C,Jan,USC00451939
480C,Feb,USC00451939
530C,Mar,USC00451939
580S,Apr,USC00451939
648S,May,USC00451939
696C,Jun,USC00451939
752S,Jul,USC00451939
758S,Aug,USC00451939
697C,Sep,USC00451939
587C,Oct,USC00451939
490C,Nov,USC00451939
432C,Dec,USC00451939
440R,Jan,USC00451992
482R,Feb,USC00451992
556R,Mar,USC00451992
618R,Apr,USC00451992
695R,May,USC00451992
734R,Jun,USC00451992
799R,Jul,USC00451992
806R,Aug,USC00451992
746R,Sep,USC00451992
612R,Oct,USC00451992
486R,Nov,USC00451992
423R,Dec,USC00451992
325C,Jan,USC00452007
376C,Feb,USC00452007
480C,Mar,USC00452007
571C,Apr,USC00452007
660S,May,USC00452007
731S,Jun,USC00452007
826S,Jul,USC00452007
828C,Aug,USC00452007
732S,Sep,USC00452007
586S,Oct,USC00452007
415S,Nov,USC00452007
308C,Dec,USC00452007
411S,Jan,USC00452030
455S,Feb,USC00452030
534S,Mar,USC00452030
604S,Apr,USC00452030
685S,May,USC00452030
755S,Jun,USC00452030
864R,Jul,USC00452030
860R,Aug,USC00452030
759S,Sep,USC00452030
630S,Oct,USC00452030
482S,Nov,USC00452030
394S,Dec,USC00452030
389S,Jan,USC00452157
434C,Feb,USC00452157
498S,Mar,USC00452157
573C,Apr,USC00452157
650C,May,USC00452157
703C,Jun,USC00452157
772S,Jul,USC00452157
780C,Aug,USC00452157
710S,Sep,USC00452157
575C,Oct,USC00452157
443C,Nov,USC00452157
377S,Dec,USC00452157
354Q,Jan,USC00452384
410Q,Feb,USC00452384
469Q,Mar,USC00452384
529Q,Apr,USC00452384
610Q,May,USC00452384
672Q,Jun,USC00452384
759Q,Jul,USC00452384
767Q,Aug,USC00452384
703Q,Sep,USC00452384
581Q,Oct,USC00452384
421Q,Nov,USC00452384
350Q,Dec,USC00452384
353S,Jan,USC00452505
420S,Feb,USC00452505
531S,Mar,USC00452505
606S,Apr,USC00452505
687S,May,USC00452505
755S,Jun,USC00452505
840S,Jul,USC00452505
838S,Aug,USC00452505
756S,Sep,USC00452505
618S,Oct,USC00452505
451S,Nov,USC00452505
330S,Dec,USC00452505
483C,Jan,USC00452531
517C,Feb,USC00452531
564C,Mar,USC00452531
615C,Apr,USC00452531
673S,May,USC00452531
721S,Jun,USC00452531
776C,Jul,USC00452531
791S,Aug,USC00452531
744C,Sep,USC00452531
633S,Oct,USC00452531
521S,Nov,USC00452531
464C,Dec,USC00452531
395S,Jan,USC00452542
468R,Feb,USC00452542
572R,Mar,USC00452542
644R,Apr,USC00452542
722R,May,USC00452542
781R,Jun,USC00452542
856R,Jul,USC00452542
848R,Aug,USC00452542
764R,Sep,USC00452542
632R,Oct,USC00452542
480R,Nov,USC00452542
371R,Dec,USC00452542
420S,Jan,USC00452548
447S,Feb,USC00452548
507S,Mar,USC00452548
570S,Apr,USC00452548
632S,May,USC00452548
680S,Jun,USC00452548
733S,Jul,USC00452548
747S,Aug,USC00452548
685C,Sep,USC00452548
566S,Oct,USC00452548
463S,Nov,USC00452548
409S,Dec,USC00452548
348R,Jan,USC00452563
422R,Feb,USC00452563
535R,Mar,USC00452563
629R,Apr,USC00452563
710R,May,USC00452563
782R,Jun,USC00452563
863R,Jul,USC00452563
865R,Aug,USC00452563
779R,Sep,USC00452563
627R,Oct,USC00452563
450R,Nov,USC00452563
338R,Dec,USC00452563
480C,Jan,USC00452675
507C,Feb,USC00452675
549C,Mar,USC00452675
597S,Apr,USC00452675
652C,May,USC00452675
699C,Jun,USC00452675
746S,Jul,USC00452675
755C,Aug,USC00452675
700C,Sep,USC00452675
607C,Oct,USC00452675
521C,Nov,USC00452675
460C,Dec,USC00452675
459S,Jan,USC00452914
494S,Feb,USC00452914
529S,Mar,USC00452914
581S,Apr,USC00452914
633S,May,USC00452914
673S,Jun,USC00452914
723S,Jul,USC00452914
734S,Aug,USC00452914
696S,Sep,USC00452914
592S,Oct,USC00452914
493S,Nov,USC00452914
442S,Dec,USC00452914
445R,Jan,USC00453177
490R,Feb,USC00453177
530R,Mar,USC00453177
584R,Apr,USC00453177
645R,May,USC00453177
703R,Jun,USC00453177
769R,Jul,USC00453177
774R,Aug,USC00453177
718R,Sep,USC00453177
606R,Oct,USC00453177
491R,Nov,USC00453177
436R,Dec,USC00453177
396S,Jan,USC00453184
445S,Feb,USC00453184
519S,Mar,USC00453184
583S,Apr,USC00453184
667S,May,USC00453184
731S,Jun,USC00453184
814S,Jul,USC00453184
818S,Aug,USC00453184
748S,Sep,USC00453184
624C,Oct,USC00453184
475S,Nov,USC00453184
376S,Dec,USC00453184
371R,Jan,USC00453222
436R,Feb,USC00453222
524R,Mar,USC00453222
598R,Apr,USC00453222
675R,May,USC00453222
753R,Jun,USC00453222
853R,Jul,USC00453222
847R,Aug,USC00453222
764R,Sep,USC00453222
624R,Oct,USC00453222
462R,Nov,USC00453222
358R,Dec,USC00453222
393R,Jan,USC00453226
441R,Feb,USC00453226
527R,Mar,USC00453226
592R,Apr,USC00453226
679R,May,USC00453226
746R,Jun,USC00453226
848R,Jul,USC00453226
851R,Aug,USC00453226
761R,Sep,USC00453226
626R,Oct,USC00453226
465R,Nov,USC00453226
376R,Dec,USC00453226
471R,Jan,USC00453284
503R,Feb,USC00453284
547R,Mar,USC00453284
598R,Apr,USC00453284
669R,May,USC00453284
704R,Jun,USC00453284
762R,Jul,USC00453284
761R,Aug,USC00453284
719R,Sep,USC00453284
604R,Oct,USC00453284
514R,Nov,USC00453284
462R,Dec,USC00453284
491S,Jan,USC00453320
514S,Feb,USC00453320
538S,Mar,USC00453320
562S,Apr,USC00453320
600S,May,USC00453320
631S,Jun,USC00453320
658C,Jul,USC00453320
670S,Aug,USC00453320
666S,Sep,USC00453320
601S,Oct,USC00453320
527S,Nov,USC00453320
481S,Dec,USC00453320
496S,Jan,USC00453333
527S,Feb,USC00453333
559S,Mar,USC00453333
598S,Apr,USC00453333
653S,May,USC00453333
694S,Jun,USC00453333
749S,Jul,USC00453333
759S,Aug,USC00453333
732S,Sep,USC00453333
634S,Oct,USC00453333
535S,Nov,USC00453333
481S,Dec,USC00453333
339C,Jan,USC00453515
396S,Feb,USC00453515
503C,Mar,USC00453515
592C,Apr,USC00453515
677C,May,USC00453515
747C,Jun,USC00453515
839C,Jul,USC00453515
838C,Aug,USC00453515
745C,Sep,USC00453515
598C,Oct,USC00453515
426S,Nov,USC00453515
320S,Dec,USC00453515
341R,Jan,USC00453529
410R,Feb,USC00453529
521R,Mar,USC00453529
622R,Apr,USC00453529
713R,May,USC00453529
791R,Jun,USC00453529
884R,Jul,USC00453529
870R,Aug,USC00453529
778R,Sep,USC00453529
625R,Oct,USC00453529
440R,Nov,USC00453529
331R,Dec,USC00453529
377S,Jan,USC00453546
445S,Feb,USC00453546
546S,Mar,USC00453546
628S,Apr,USC00453546
720S,May,USC00453546
800S,Jun,USC00453546
887S,Jul,USC00453546
876S,Aug,USC00453546
778S,Sep,USC00453546
628S,Oct,USC00453546
463S,Nov,USC00453546
356S,Dec,USC00453546
305S,Jan,USC00453730
359C,Feb,USC00453730
436S,Mar,USC00453730
518S,Apr,USC00453730
612C,May,USC00453730
683S,Jun,USC00453730
769C,Jul,USC00453730
772C,Aug,USC00453730
686S,Sep,USC00453730
534S,Oct,USC00453730
363C,Nov,USC00453730
281C,Dec,USC00453730
457R,Jan,USC00453826
485R,Feb,USC00453826
519R,Mar,USC00453826
560R,Apr,USC00453826
616R,May,USC00453826
650R,Jun,USC00453826
699R,Jul,USC00453826
706R,Aug,USC00453826
680R,Sep,USC00453826
587R,Oct,USC00453826
494R,Nov,USC00453826
442R,Dec,USC00453826
421C,Jan,USC00453883
479C,Feb,USC00453883
580S,Mar,USC00453883
654S,Apr,USC00453883
731S,May,USC00453883
800S,Jun,USC00453883
885C,Jul,USC00453883
882S,Aug,USC00453883
795S,Sep,USC00453883
662C,Oct,USC00453883
513S,Nov,USC00453883
407C,Dec,USC00453883
415C,Jan,USC00454154
480C,Feb,USC00454154
584C,Mar,USC00454154
663C,Apr,USC00454154
745C,May,USC00454154
816S,Jun,USC00454154
903C,Jul,USC00454154
893C,Aug,USC00454154
799C,Sep,USC00454154
658S,Oct,USC00454154
506S,Nov,USC00454154
399C,Dec,USC00454154
479S,Jan,USC00454169
513S,Feb,USC00454169
557C,Mar,USC00454169
610S,Apr,USC00454169
669S,May,USC00454169
717S,Jun,USC00454169
777S,Jul,USC00454169
778S,Aug,USC00454169
719S,Sep,USC00454169
610S,Oct,USC00454169
518S,Nov,USC00454169
459S,Dec,USC00454169
392S,Jan,USC00454338
454C,Feb,USC00454338
548S,Mar,USC00454338
626S,Apr,USC00454338
713S,May,USC00454338
797C,Jun,USC00454338
895C,Jul,USC00454338
884S,Aug,USC00454338
784S,Sep,USC00454338
635S,Oct,USC00454338
474S,Nov,USC00454338
367C,Dec,USC00454338
450S,Jan,USC00454486
484C,Feb,USC00454486
526S,Mar,USC00454486
578S,Apr,USC00454486
642S,May,USC00454486
695S,Jun,USC00454486
757S,Jul,USC00454486
759S,Aug,USC00454486
695C,Sep,USC00454486
581S,Oct,USC00454486
488S,Nov,USC00454486
429S,Dec,USC00454486
346S,Jan,USC00454572
427S,Feb,USC00454572
531S,Mar,USC00454572
623S,Apr,USC00454572
711S,May,USC00454572
783S,Jun,USC00454572
872S,Jul,USC00454572
875S,Aug,USC00454572
787S,Sep,USC00454572
633S,Oct,USC00454572
442S,Nov,USC00454572
329S,Dec,USC00454572
371S,Jan,USC00454679
437S,Feb,USC00454679
539S,Mar,USC00454679
623S,Apr,USC00454679
715S,May,USC00454679
791S,Jun,USC00454679
884S,Jul,USC00454679
875S,Aug,USC00454679
779S,Sep,USC00454679
628S,Oct,USC00454679
457S,Nov,USC00454679
346S,Dec,USC00454679
487S,Jan,USC00454748
504S,Feb,USC00454748
527S,Mar,USC00454748
549S,Apr,USC00454748
585S,May,USC00454748
615S,Jun,USC00454748
647S,Jul,USC00454748
659S,Aug,USC00454748
656S,Sep,USC00454748
595S,Oct,USC00454748
521S,Nov,USC00454748
478S,Dec,USC00454748
372C,Jan,USC00454764
406C,Feb,USC00454764
455C,Mar,USC00454764
506C,Apr,USC00454764
588C,May,USC00454764
657C,Jun,USC00454764
740C,Jul,USC00454764
748C,Aug,USC00454764
682C,Sep,USC00454764
552S,Oct,USC00454764
419C,Nov,USC00454764
359C,Dec,USC00454764
470S,Jan,USC00454769
513S,Feb,USC00454769
563S,Mar,USC00454769
611C,Apr,USC00454769
673S,May,USC00454769
718S,Jun,USC00454769
778S,Jul,USC00454769
789C,Aug,USC00454769
743S,Sep,USC00454769
631S,Oct,USC00454769
521C,Nov,USC00454769
455S,Dec,USC00454769
298S,Jan,USC00455133
367S,Feb,USC00455133
466S,Mar,USC00455133
578S,Apr,USC00455133
669S,May,USC00455133
741S,Jun,USC00455133
827S,Jul,USC00455133
828S,Aug,USC00455133
733S,Sep,USC00455133
563S,Oct,USC00455133
375S,Nov,USC00455133
270S,Dec,USC00455133
460C,Jan,USC00455224
485C,Feb,USC00455224
529C,Mar,USC00455224
576C,Apr,USC00455224
638C,May,USC00455224
690C,Jun,USC00455224
751C,Jul,USC00455224
759S,Aug,USC00455224
697C,Sep,USC00455224
593C,Oct,USC00455224
501C,Nov,USC00455224
444C,Dec,USC00455224
411S,Jan,USC00455231
463S,Feb,USC00455231
562S,Mar,USC00455231
639S,Apr,USC00455231
721S,May,USC00455231
793S,Jun,USC00455231
882S,Jul,USC00455231
875R,Aug,USC00455231
780R,Sep,USC00455231
646R,Oct,USC00455231
502R,Nov,USC00455231
399R,Dec,USC00455231
330S,Jan,USC00455326
406S,Feb,USC00455326
535R,Mar,USC00455326
644S,Apr,USC00455326
727S,May,USC00455326
799S,Jun,USC00455326
884S,Jul,USC00455326
885S,Aug,USC00455326
791S,Sep,USC00455326
627R,Oct,USC00455326
439R,Nov,USC00455326
315S,Dec,USC00455326
466S,Jan,USC00455525
504S,Feb,USC00455525
547S,Mar,USC00455525
598S,Apr,USC00455525
656S,May,USC00455525
704S,Jun,USC00455525
762S,Jul,USC00455525
770S,Aug,USC00455525
711S,Sep,USC00455525
601S,Oct,USC00455525
504S,Nov,USC00455525
443S,Dec,USC00455525
382R,Jan,USC00455659
426R,Feb,USC00455659
501R,Mar,USC00455659
586R,Apr,USC00455659
673S,May,USC00455659
740S,Jun,USC00455659
834S,Jul,USC00455659
834S,Aug,USC00455659
749S,Sep,USC00455659
604S,Oct,USC00455659
446S,Nov,USC00455659
355S,Dec,USC00455659
469R,Jan,USC00455678
497R,Feb,USC00455678
539R,Mar,USC00455678
583R,Apr,USC00455678
639R,May,USC00455678
687R,Jun,USC00455678
732R,Jul,USC00455678
745R,Aug,USC00455678
687R,Sep,USC00455678
592R,Oct,USC00455678
508R,Nov,USC00455678
456R,Dec,USC00455678
378R,Jan,USC00455688
449R,Feb,USC00455688
546R,Mar,USC00455688
625R,Apr,USC00455688
712R,May,USC00455688
785R,Jun,USC00455688
868R,Jul,USC00455688
859R,Aug,USC00455688
768R,Sep,USC00455688
625R,Oct,USC00455688
469R,Nov,USC00455688
353R,Dec,USC00455688
460S,Jan,USC00455704
480S,Feb,USC00455704
511S,Mar,USC00455704
550S,Apr,USC00455704
611S,May,USC00455704
663S,Jun,USC00455704
730S,Jul,USC00455704
741S,Aug,USC00455704
690S,Sep,USC00455704
591S,Oct,USC00455704
497S,Nov,USC00455704
444S,Dec,USC00455704
402S,Jan,USC00455840
435S,Feb,USC00455840
499C,Mar,USC00455840
575C,Apr,USC00455840
649S,May,USC00455840
700S,Jun,USC00455840
767C,Jul,USC00455840
772C,Aug,USC00455840
700C,Sep,USC00455840
566C,Oct,USC00455840
448C,Nov,USC00455840
390S,Dec,USC00455840
313S,Jan,USC00455844
373S,Feb,USC00455844
475S,Mar,USC00455844
571S,Apr,USC00455844
669S,May,USC00455844
738S,Jun,USC00455844
829R,Jul,USC00455844
824R,Aug,USC00455844
723S,Sep,USC00455844
553S,Oct,USC00455844
389S,Nov,USC00455844
303S,Dec,USC00455844
342S,Jan,USC00455946
415S,Feb,USC00455946
532S,Mar,USC00455946
640S,Apr,USC00455946
730S,May,USC00455946
799S,Jun,USC00455946
883S,Jul,USC00455946
883S,Aug,USC00455946
780S,Sep,USC00455946
600S,Oct,USC00455946
428S,Nov,USC00455946
337S,Dec,USC00455946
473R,Jan,USC00456011
505R,Feb,USC00456011
552R,Mar,USC00456011
611R,Apr,USC00456011
676R,May,USC00456011
720R,Jun,USC00456011
778R,Jul,USC00456011
788R,Aug,USC00456011
723R,Sep,USC00456011
618R,Oct,USC00456011
516R,Nov,USC00456011
457R,Dec,USC00456011
377S,Jan,USC00456039
440S,Feb,USC00456039
543S,Mar,USC00456039
632S,Apr,USC00456039
717S,May,USC00456039
792S,Jun,USC00456039
875S,Jul,USC00456039
872S,Aug,USC00456039
783S,Sep,USC00456039
634S,Oct,USC00456039
467S,Nov,USC00456039
356S,Dec,USC00456039
466S,Jan,USC00456096
490S,Feb,USC00456096
529C,Mar,USC00456096
576S,Apr,USC00456096
631C,May,USC00456096
671S,Jun,USC00456096
707C,Jul,USC00456096
711C,Aug,USC00456096
670C,Sep,USC00456096
585S,Oct,USC00456096
503S,Nov,USC00456096
457C,Dec,USC00456096
365R,Jan,USC00456215
442R,Feb,USC00456215
541R,Mar,USC00456215
615R,Apr,USC00456215
691R,May,USC00456215
758R,Jun,USC00456215
832R,Jul,USC00456215
832R,Aug,USC00456215
749R,Sep,USC00456215
617R,Oct,USC00456215
455R,Nov,USC00456215
344R,Dec,USC00456215
437C,Jan,USC00456262
488C,Feb,USC00456262
535C,Mar,USC00456262
590C,Apr,USC00456262
659S,May,USC00456262
710S,Jun,USC00456262
780S,Jul,USC00456262
789S,Aug,USC00456262
736C,Sep,USC00456262
612S,Oct,USC00456262
483S,Nov,USC00456262
417S,Dec,USC00456262
446C,Jan,USC00456295
